sku_id,avg_actual_demand,avg_predicted_demand,demand_std,current_stock,selling_price,supplier_id,lead_time_days,avg_lead_time,lead_time_variability,safety_stock,reorder_point,inventory_status,annual_consumptino_value,annual_consumption_value,cumulative_value,cumulative_percentage,ABC_Class,cv,XYZ_Class,ABC_XYZ,calculated_safety_stock,calculated_reorder_point,holding_cost,annual_demand,EOQ,days_of_inventory,inventory_gap,risk_score,risk_level,recommendation
13,27.357859531772576,27.39955959197324,5.830580407321616,1143,1145.228428093645,4,13.0,13.0,2.0,322,722,Overstock,11453245.41512039,11453245.41512039,187867093.6750005,50.29026525721585,A,0.2131226823703133,X,AX,34.687053430117764,390.88132812576987,229.04568561872904,10000.839251070232,208.95711597410238,41.715998980321,752.1186718742301,11.661160814643232,Low,Reduce Inventory
27,29.75919732441471,29.836825591973245,5.459018216718335,695,1022.9177257525084,2,10.0,10.0,2.0,399,727,Overstock,11140025.489048662,11140025.489048662,199007119.16404912,53.27234597107188,A,0.1834396995728009,X,AX,28.483836732748017,326.85209265248045,204.5835451505017,10890.441341070235,230.72114059980555,23.29336268892392,368.14790734751955,10.91803643343667,Low,Reduce Inventory
17,37.46153846153846,37.387933882943145,6.336828460723067,252,804.7138461538461,3,3.0,3.0,4.0,114,237,Optimal,10981604.64726144,10981604.64726144,209988723.81131056,56.212018906109904,A,0.1691555851938395,X,AX,18.109919607154374,130.27372125598382,160.94276923076924,13646.595867274247,291.18998255185426,6.740142442451618,121.72627874401618,25.34731384289227,High,Maintain Current Stock
28,23.207357859531772,23.391476219063545,6.1625475787289,406,1242.1187959866222,6,6.0,6.0,4.0,122,284,Overstock,10605072.181314114,10605072.181314114,220593795.99262467,59.05089761891333,A,0.2655428341317108,Y,AY,24.906910187791087,165.25576750217235,248.42375919732444,8537.888819958194,185.38674657388876,17.356749792008372,240.74423249782765,24.6501903149156,Medium,Reduce Inventory
0,30.678929765886288,30.870992214046822,6.704495451071606,963,923.0016387959864,2,10.0,10.0,2.0,282,631,Overstock,10400301.387760524,10400301.387760524,230994097.3803852,61.83496110397627,A,0.2185374621029554,X,AX,34.98243570958003,343.69235785004827,184.60032775919728,11267.91215812709,247.06173813001976,31.194332638321185,619.3076421499518,13.408990902143213,Low,Reduce Inventory
33,37.709030100334445,37.31219828428094,5.881858589386,1102,758.5613712374582,1,11.0,11.0,4.0,309,769,Overstock,10330811.18745895,10330811.18745895,241324908.56784415,64.60042271184197,A,0.1559801080466886,X,AX,32.18806471802204,442.62224584511233,151.71227424749165,13618.952373762542,299.6135781515496,29.534577180467434,659.3777541548877,23.527434357544,Medium,Reduce Inventory
34,29.82274247491639,29.972159849498325,8.193057576606705,1119,908.645050167224,4,13.0,13.0,2.0,432,874,Overstock,9940429.961874625,9940429.961874625,251265338.5297188,67.26138291394241,A,0.2747251559274873,Y,AY,48.741807172218934,438.3798852156972,181.7290100334448,10939.838345066888,245.3541012625227,37.33464673947179,680.6201147843028,16.38611515321341,Medium,Reduce Inventory
6,33.35117056856188,33.42636461204013,6.6529821466740025,715,813.0385284280936,2,10.0,10.0,2.0,478,852,Overstock,9919576.637629015,9919576.637629015,261184915.1673478,69.9167608760279,A,0.1994827177953797,X,AX,34.71365174627834,368.97729786667963,162.60770568561873,12200.623083394648,273.9179193760488,21.39030098841374,346.02270213332037,13.305964293348005,Low,Reduce Inventory
19,31.180602006688964,31.24535458528428,5.367765926879432,230,781.3839130434783,3,3.0,3.0,4.0,121,223,Optimal,8911335.362052353,8911335.362052353,270096250.52940017,72.30224207120145,A,0.1721508111269924,X,AX,15.340451459012167,109.07651521486501,156.27678260869567,11404.554423628762,270.1418876824504,7.361094250737798,120.92348478513499,21.47106370751773,Medium,Maintain Current Stock
30,27.02675585284281,27.046293,6.873689247392721,534,898.0917725752508,6,6.0,6.0,4.0,203,384,Overstock,8865869.426015252,8865869.426015252,278962119.9554154,74.67555246020162,A,0.2543290539500586,Y,AY,27.781101655836363,190.05885965583636,179.61835451505019,9871.896944999999,234.43634926515963,19.743925720245656,343.9411403441636,27.494756989570885,High,Reduce Inventory
11,25.08026755852843,25.154587240802677,6.07450210034521,727,954.085652173913,4,13.0,13.0,2.0,433,810,Overstock,8759865.232074486,8759865.232074486,287721985.1874899,77.02048651715036,A,0.2422024440596369,X,AX,36.13818251291878,363.14781664335356,190.8171304347826,9181.424342892977,219.35439969815357,28.901289178013226,363.85218335664644,12.14900420069042,Low,Reduce Inventory
4,34.74916387959866,34.887730618729094,7.069213736732228,339,578.5029765886288,7,5.0,5.0,4.0,160,353,Optimal,7366669.443415314,7366669.443415314,295088654.6309053,78.9924750816431,A,0.2034355059945078,X,AX,26.081950063634128,200.52060315727962,115.70059531772577,12734.021675836118,331.75310449652204,9.71688309866769,138.47939684272038,28.27685494692891,High,Maintain Current Stock
31,33.64882943143812,33.68916857859532,6.262739255915679,391,596.5747491638796,7,5.0,5.0,4.0,218,403,Optimal,7335809.162425032,7335809.162425032,302424463.7933303,80.95620263732073,B,0.1861205682853382,X,BX,23.10645265761345,191.55229555059006,119.31494983277592,12296.546531187292,321.0289122716959,11.606104172259831,199.44770444940994,25.050957023662715,High,Maintain Current Stock
23,34.33444816053512,34.362447719063546,6.123054459931213,1139,561.6612374581939,1,11.0,11.0,4.0,259,679,Overstock,7044520.04141333,7044520.04141333,309468983.8347436,82.84195481755788,B,0.1783356013558769,X,BX,33.507992453931685,411.4949173636307,112.33224749163878,12542.293417458195,334.1459904406617,33.146649194262935,727.5050826363693,24.49221783972485,Medium,Reduce Inventory
32,27.58862876254181,27.638947153846154,6.84399539345351,860,649.5446488294315,2,10.0,10.0,2.0,387,705,Overstock,6552746.531416978,6552746.531416978,316021730.3661606,84.59606382505838,B,0.2480730540238331,X,BX,35.710312669372,312.0997842078335,129.9089297658863,10088.215711153845,278.6683701347862,31.11551229549368,547.9002157921665,13.68799078690702,Low,Reduce Inventory
16,27.401337792642146,27.46240391973244,5.784102102356049,1166,646.3042809364549,4,13.0,13.0,2.0,370,774,Overstock,6478410.264617142,6478410.264617142,322500140.6307777,86.33027370864919,B,0.2110883105827485,X,BX,34.41054657573026,391.421797532252,129.26085618729098,10023.777430702341,278.4724228141638,42.458045676117926,774.578202467748,11.568204204712098,Low,Reduce Inventory
20,29.4247491638796,29.345571257525087,7.099261908933577,350,543.5996321070235,7,5.0,5.0,4.0,134,301,Optimal,5822568.234939793,5822568.234939793,328322708.86571753,87.8889208100938,B,0.2412683917675766,X,BX,26.19281316044316,172.9206694480686,108.7199264214047,10711.133508996656,313.879636800488,11.926842279829515,177.0793305519314,28.397047635734307,High,Maintain Current Stock
21,27.24080267558529,27.29407221070234,5.746508191983171,1138,540.0921404682274,4,13.0,13.0,2.0,255,653,Overstock,5380579.567065995,5380579.567065995,333703288.43278354,89.3292516757717,B,0.2109522344263926,X,BX,34.18689440276415,389.00983314189455,108.01842809364548,9962.336356906353,303.69082670853913,41.69403492505513,748.9901668581055,11.493016383966342,Low,Reduce Inventory
3,28.989966555183948,29.032281511705687,7.178213191996332,375,476.53197324414714,5,5.0,5.0,2.0,113,274,Optimal,5049705.794741729,5049705.794741729,338752994.2275253,90.68101072479271,B,0.2476102612375292,X,BX,26.484104879577753,171.64551243810618,95.30639464882944,10596.782751772576,333.4463707942379,12.916656234846775,203.35448756189382,14.356426383992664,Medium,Maintain Current Stock
35,26.93645484949833,26.8302001638796,7.272683247462453,202,508.6647491638796,3,3.0,3.0,4.0,70,159,Optimal,4981365.618277422,4981365.618277422,343734359.8458027,92.01447574725016,B,0.2699940763584894,Y,BY,20.784483871733975,101.27508436337277,101.73294983277593,9793.023059816054,310.2612728569539,7.528829407390868,100.72491563662723,29.090732989849812,High,Maintain Current Stock
36,30.40468227424749,30.38360069230769,6.649426842337428,502,429.488093645485,9,5.0,5.0,4.0,209,377,Optimal,4763029.079890077,4763029.079890077,348497388.9256928,93.28949411885432,B,0.2186974618698593,X,BX,24.53314121094914,176.4511446724876,85.897618729097,11090.014252692308,359.3151177030827,16.522070740848463,325.5488553275124,26.597707369349713,High,Maintain Current Stock
1,32.15384615384615,32.13477416722408,8.103550277734362,581,386.00163879598665,6,6.0,6.0,4.0,213,428,Optimal,4527487.554173913,4527487.554173913,353024876.4798667,94.50146022528718,B,0.2520242909343222,Y,BY,32.75177942097285,225.56042442431732,77.20032775919734,11729.192571036789,389.78442916191875,18.08010216522984,355.4395755756827,32.41420111093745,High,Maintain Current Stock
8,24.110367892976587,24.265325055183947,6.99265143027124,312,485.9553511705685,7,5.0,5.0,4.0,81,215,Optimal,4304030.563837867,4304030.563837867,357328907.04370457,95.6536089837335,C,0.290026741247205,Y,CY,25.79947250272858,147.12609777864833,97.19107023411371,8856.84364514214,301.8744151695247,12.85785371885408,164.87390222135167,27.97060572108496,High,Maintain Current Stock
7,26.795986622073578,26.85669053846154,6.77206936143318,375,415.08334448160537,5,5.0,5.0,2.0,168,318,Optimal,4068934.199600417,4068934.199600417,361397841.24330497,96.74282464257612,C,0.252727001880744,Y,CY,24.985632276838505,159.2690849691462,83.01666889632108,9802.692046538461,343.629174014945,13.963001117466856,215.7309150308538,13.54413872286636,Low,Maintain Current Stock
25,26.16722408026756,26.23550422742475,6.435440566779068,790,321.69518394648827,2,10.0,10.0,2.0,198,488,Overstock,3080539.905805151,3080539.905805151,364478381.14911014,97.5674563860489,C,0.2459351648091693,X,CX,33.57857239715018,295.9336146713977,64.33903678929765,9575.959043010034,385.7925728734066,30.11186646735722,494.0663853286023,12.870881133558136,Low,Reduce Inventory
15,29.51505016722408,29.689137244147155,7.636164897585198,347,243.96280936454852,5,5.0,5.0,2.0,192,357,Optimal,2643711.5453375033,2643711.5453375033,367122092.6944477,98.27515325982174,C,0.2587210543204503,Y,CY,28.17372326735707,176.61940948809286,48.79256187290971,10836.535094113711,471.2684978647657,11.687776480214383,170.38059051190714,15.272329795170396,Medium,Maintain Current Stock
18,30.043478260869566,30.205801474916388,7.395907353342375,917,196.37133779264212,4,13.0,13.0,2.0,354,809,Optimal,2165017.0803258275,2165017.0803258275,369287109.7747735,98.8547080989696,C,0.2461734719636391,X,CX,43.99943326524421,436.67485243915723,39.27426755852843,11025.117538344482,529.8312463324834,30.358406505501883,480.32514756084277,14.79181470668475,Medium,Maintain Current Stock
10,23.51170568561873,23.52585740133779,6.173310444645911,677,250.683745819398,2,10.0,10.0,2.0,175,443,Optimal,2152605.770797834,2152605.770797834,371439715.5455713,99.4309405465472,C,0.2625632749572016,Y,CY,32.21084081884002,267.4694148322179,50.13674916387961,8586.937951488295,413.8482058928119,28.77684704326664,409.5305851677821,12.346620889291822,Low,Maintain Current Stock
2,25.94648829431438,26.043582538461536,7.373802669888843,395,223.63040133779265,5,5.0,5.0,2.0,108,259,Optimal,2125809.93760278,2125809.93760278,373565525.4831741,100.00000000000004,C,0.2841927040856875,Y,CY,27.205734637192474,157.42364732950014,44.72608026755853,9505.907626538461,461.0164003844092,15.166884180264306,237.57635267049986,14.747605339777685,Medium,Maintain Current Stock
